,author,title,year,places
847,L.B. Hofhuis,"Familiar Grounds, Foreign Soil. Gendered Spaces, Boundary Maintenance, Discourse and Identity of Dutch Expatriates in Decolonizing Indonesia, 1945-1949",2016,"[['Indonesia', '106.828333', '-6.175']]"
848,J.W. Aiken,Republican Radicals in a Polarised Union. What ideas are dividing conservatives and fracturing the republican party?,2016,[]
849,M. Collaris,Merchants of Death. The Military-Industrial Complex and the Influence on Democracy,2016,[]
850,S.A. Niehof,"‘Death to America!’ or enemy in disguise?. Anti-Americanism in Iran and Saudi Arabia, 2001-2011",2016,"[['Saudi Arabia', '45.0', '24.0']]"
851,Y.L.F. Guit,"Rijp voor de sloop. Waarom de inkrimping van het scheepsbouwconcern Rijn-Schelde-Verolme vertraging opliep, 1970 – 1983.",2016,[]
852,R. van der Bijl,Handheld History. Experiencing the Second World War through mobile apps,2016,[]
853,J.M.W.  Walda,The performance of the CIA during the Tonkin-incident and Tet-offensive.. ,2016,[]
854,G. Schutte,A trade model to promote Dutch welfare during a period of decline. The ideas of Dirk Hoola van Nooten (1747-1808),2016,[]
855,P.J.E. van Ast,"Verloren zonen van het vaderland. De Boerenoorlogen en nationale identiteit in Nederlandse geschiedenismethoden, ca. 1907-2012",2016,[]
856,M. Manasijevic,Selling images from both sides: Visual and textual representation of migration and negotiation of identities of Dutch migrants from 1945 until 1965. ,2016,[]
857,M.S.U. Choudhury,Imagining the Enemy: A Constructivist Deconstruction of Daniel Yergin's Riga Axioms. ,2016,"[['Riga', '24.106389', '56.948889']]"
858,N. Spelt,“Hitler was a Silly”. Learning history in historical multiplayer first person shooter communities,2016,[]
859,S.M. Rutten,Politiek en de Olympische Spelen. Het beeld via kranten en publiekstijdschriften van het grootste sportevenement in Berlijn (1936) en London (1948),2016,"[['London', '-0.1275', '51.507222'], ['Berlin', '13.383333', '52.516667']]"
860,T. Anchelon,En er was licht in de Lage Landen. Een historisch onderzoek naar het beeld van elektriciteit tijdens het interbellum in Nederlandse geillustreerde tijdschriften,2016,[]
861,S. Azrioual,Playing the Story. The configuration of historical time in video games,2016,[]
862,E.D. Roodenburg,Met niet begrijpend ontzag. De tentoonstelling 'Het Atoom' 1957,2016,[]
863,T. Hofland,De lange weg naar vrijheid. Veranderende leefomstandigheden van Curaçaose slaafgemaakten in de periode 1795 – 1863,2016,[]
864,C. Jones,Pioneers of racial development or proponents of subjugation?. A biographical analysis of the Journal of Race Development.,2017,[]
865,D. Varekamp,"'Die onbeschrijfelijke wereldstad'. Verhalen van Nederlandse reizigers in Londen, 1860-1890",2017,"[['London', '-0.1275', '51.507222']]"
866,M.T.T. Rynja,"'Non, je ne regrette rien'. De relatie tussen de Indochinese koloniale ervaring en de putsch in Frans-Algerije in 1961",2017,"[['French Algeria', '3.05', '36.766667']]"
867,M.L.J. Schoolenberg,"'Waar zo veele slagtoffers der revolutie gezugt hebben'. De beelden van zeven Nederlandse reizigers over Parijs, 1800-1808",2017,"[['Paris', '2.3508', '48.8567']]"
868,A. Groenheijde,"The Conservation of a Cartel Paradise. American Antitrust in the Netherlands, 1948-1958",2017,"[['United States', '-100.0', '40.0']]"
869,G. Wegter,Post-war Germany and the birth of a bipolar world. Why Germany became the principal theatre of the early Cold War,2017,"[['Germany', '9.916667', '51.516667']]"
870,D. Klerk,The Meaning of Heritage.. The narratives of Timbuktu,2017,"[['Timbuktu', '-3.009444', '16.775833']]"
871,J. Seijbel,"The war for supremacy of the jihadist movement. Intra-movement rivalry in jihadist media, 2011-2016",2017,[]
872,E. Nilsson,"The Open Door Policy and Geopolitics, 1890-1910. ",2017,[]
873,C. Kremer,Steun aan de Nederlandse scheepsbouw door de regering tussen 1934-1939. ,2017,[]
874,T. Suijkerbuijk,Portretten en publieke figuren. Een onderzoek naar de methoden van de eerste human interest- journalisten van Elsevier's Geïllustreerd Maandschrift (1893-1907),2017,[]
875,W.W.P Damen,"Maiestas in the Dutch Republic. The law of treason and the conceptualisation of state authority in the
Dutch Republic from the Act of Abjuration to the expiration of the
Twelve Years’ Truce (1581 – 1621)",2017,"[['Dutch Republic', '4.3', '52.08']]"
876,E. Schippers,"AFCENT in the mining region. The local impact of Cold War era NATO bases in Limburg province, 1966-1981",2017,"[['Limburg (Netherlands)', '5.936111', '51.21']]"
877,H.J. Moeliker,Het bekeerde zelf: Een onderzoek naar de genealogie van het zelf in bevindelijk gereformeerde bekeringsgeschiedenissen: 1700-heden. ,2017,[]
878,R. McGlynn,"Did America learn to stop worrying and love the bomb?. An examination of the American publics response to nuclear war in newspapers and popular culture, from the Cuban Missile Crisis to The Day After",2017,"[['United States', '-100.0', '40.0']]"
879,Stef Schuthof,The United States and the Founding of NATO. How the United States Administration envisioned the North Atlantic Treaty Organization,2017,"[['United States', '-100.0', '40.0']]"
880,"Aarts, M.","Selama-lamanya? Noties van Indisch-heid bij Rotterdamse ondernemers en de
(mogelijke) bijdragen aan de (re-)constructie van een Indisch. ",2017,[]
881,"Loon, I. van","Bemiddelen na een bedrijfssluiting: De integratie van Werf Gusto in Rijn-Schelde-Verolme,
na haar gedwongen sluiting in 1978 als gevolg van de negatieve. ",2017,[]
882,Hans Koole,Sterk in Rotterdam: De clubcultuur van Feyenoord tussen 1960-2009 verklaard aan de hand van stedelijke beelden van Rotterdam. ,2017,"[['Rotterdam', '4.479167', '51.930833']]"
883,"Essink, B",The Israeli-Palestinian conflict: the legitimization of Israeli government policies towards Palestinian resistance organizations. ,2017,"[['Israel', '35.0', '31.0']]"
884,T. Kohn,The Ems-Dollart Predicament. Dutch-German relations and the delimitation of the continental shelf of the North Sea,2017,"[['North Sea', '3.0', '56.0']]"
885,W. O'Rourke,"Dutch Neutrality: Greedy, Easy or Just a Lack of ‘Dutch Courage’?. An examination of the opinion held by British newspaper’s on Dutch neutrality during the First World War.",2017,"[['United Kingdom', '-2.433333', '53.55']]"
886,T. de Bruijn,From Blue Jeans to Royal Blue: How denim jeans became acceptable to wear in the Netherlands during the 1960s. How denim jeans became acceptable to wear in the Netherlands during the 1960s,2017,[]
887,S. van Berkel,"Representation, reflection and reconstruction of identity. The intersection of black British history and British television, 1960-2015",2017,"[['United Kingdom', '-2.433333', '53.55']]"
888,V. Ande,Dealing with Contested Heritage. Educational Approaches to the Museums of Occupation in the Baltic States,2017,"[['Baltic states', '25.0', '57.0']]"
889,J. Reidy,A Soldiers’ truth. A comprehensive analysis of soldiers’ lives through diary narratives in the Middle Eastern theatre 1915-1916.,2017,[]
890,J.F. Ebeltjes,Mahanisme in Nederland 1890-1914. ,2017,"[['Netherlands', '5.55', '52.316667']]"
891,C. Hoogenboezem,Base building by invitation. The Origins of American military bases in the Netherlands 1945-1960.. ,2017,"[['United States', '-100.0', '40.0']]"
892,"Gids, M. de",Het leven van een buitenbeentje ten tijde van het fin de siècle: Een onderzoek naar de autobiografische geschriften van Cornelis Denis Joseph Jamin junior (1876-1925). ,2018,[]
893,"Kavak, A",Nederlands-Indië in de ogen van Nederlandse reizigers (1919-1938). ,2018,"[['Dutch East Indies', '118.0', '-2.0']]"
894,"Savage, D",Making America Right: The multiple false starts of the conservative movement and how it took over America (1946-1969). ,2018,[]
